,Area,Production,Rainfall,Season,Temperature,Crop
18482,28625.0,1784483.0,143.636,Kharif,28.29966666666667,Sugarcane
33522,138347.0,258707.0,8.578999999999999,Rabi,20.5355,Wheat
906,610.0,3547.0,56.61,Rabi,23.53475,Onion
44939,200.0,300.0,223.2555,Summer,30.27225,Maize
63610,33000.0,23100.0,127.5656666666667,Kharif,26.343000000000004,Moong(Green Gram)
61397,7700.0,3500.0,71.837,Kharif,29.35433333333333,Urad
52250,7425.0,3438.0,159.93233333333333,Kharif,28.10733333333333,Arhar/Tur
43187,4842.0,4019.0,132.89600000000002,Kharif,28.84666666666667,Arhar/Tur
63758,842.0,1880.0,127.488,Summer,26.2845,Maize
71390,4500.0,700.0,139.0453333333333,Kharif,26.061,Sesamum
2887,84.0,1895.0,18.5855,Rabi,20.58425,Onion
94288,22276.0,49809.0,77.87566666666667,Kharif,28.67,Rice
52110,213.0,217.0,148.1115656426826,Whole Year,27.18932774020223,Dry chillies
38738,1200.0,200.0,28.41175,Rabi,23.89325,Rapeseed &Mustard
13592,35.0,613.0,51.5255,Rabi,25.116,Onion
4315,1392.0,888.0,23.859,Rabi,21.21025,Rapeseed &Mustard
44068,119.0,733.0,183.7835,Summer,24.69825,Onion
76793,155.0,3608.0,282.662288435571,Whole Year,26.37598350694445,Sugarcane
27713,99.0,199.0,55.92333333333334,Kharif,27.175,Maize
46712,140.0,80.0,152.313,Kharif,28.537,Urad
9607,6479.0,117417.0,15.693,Rabi,20.724,Potato
91756,7800.0,8200.0,203.85733333333332,Kharif,21.388,Maize
95732,1556.0,1352.0,170.12,Kharif,28.34,Arhar/Tur
45728,49.0,76.0,180.5836556712963,Whole Year,25.196951388888888,Onion
2447,25481.0,14091.0,118.0556666666667,Kharif,29.28533333333333,Urad
67225,4125.0,200013.0,89.83299999999998,Whole Year,26.15958333333333,Sugarcane
88616,373.0,437.0,110.8565,Autumn,23.266,Maize
87492,480.0,1505.0,385.65775,Summer,27.39475,Rice
20392,292.0,2140.0,196.29926041666667,Whole Year,26.63469791666667,Onion
33562,148.97,1383.0,25.67725,Winter,20.4015,Potato
35622,1.0,2.0,224.52475,Summer,30.6515,Rice
88170,87461.0,133000.0,5.3825,Rabi,19.73175,Rapeseed &Mustard
61472,1132.0,104.1,46.691,Autumn,23.4695,Sesamum
43031,159.0,513.0,227.79010928922955,Whole Year,24.98449214670485,Onion
42620,45600.0,39400.0,25.34425,Rabi,20.6775,Gram
96092,215.0,2143.0,97.48861958587406,Whole Year,27.150009240845648,Onion
68747,1000.0,2500.0,36.403,Rabi,24.4575,Maize
81945,269.0,161.0,324.51099999999997,Kharif,27.30366666666667,Maize
43970,4000.0,12000.0,92.89,Rabi,25.372,Dry chillies
64882,1539.0,1781.0,152.08325,Summer,29.1685,Groundnut
95279,125.0,2859.0,17.06925,Rabi,20.75725,Onion
35187,479.0,251.0,22.81525,Rabi,18.88325,Moong(Green Gram)
32230,78430.0,46325.0,33.57233333333334,Kharif,27.13066666666667,Rice
52289,5376.0,2546.0,26.23266666666666,Kharif,29.191999999999997,Sesamum
35373,2.0,4.0,241.34233333333336,Kharif,20.309333333333328,Onion
43837,1132.0,9152.0,68.26914120370371,Whole Year,28.830006944444452,Potato
81382,55.0,41.0,165.47033333333331,Kharif,26.75433333333334,Groundnut
55402,705.0,516.0,244.4573333333334,Kharif,28.63333333333334,Urad
52057,15298.0,21589.0,224.37366666666668,Kharif,27.91333333333333,Maize
90552,108955.0,104539.0,3.86775,Rabi,19.4,Gram
23577,14082.0,13440.0,5.78875,Rabi,11.27525,Wheat
32028,6440.0,153164.0,61.46684027777778,Whole Year,27.75907638888889,Potato
95429,6000.0,6300.0,198.8945,Summer,27.219,Groundnut
70160,5241.0,162258.0,26.93625,Rabi,23.58675,Onion
20317,925.0,1721.0,224.418,Kharif,26.98266666666667,Maize
51831,107.0,30.8,228.35325,Summer,27.40525,Sesamum
31672,629.0,1268.0,124.456,Kharif,26.463,Maize
5647,37501.0,69047.0,108.00025,Autumn,24.74575,Rice
75156,341765.0,1139960.0,9.74925,Rabi,20.141,Wheat
91790,10.0,62.0,93.25400000000002,Kharif,25.678,Rice
91721,430.0,68.0,19.97825,Rabi,22.87125,Rapeseed &Mustard
81933,28.0,11.0,159.0173333333333,Kharif,28.10266666666666,Moong(Green Gram)
25390,54400.0,38700.0,49.85675000000001,Rabi,24.09025,Gram
67354,303.0,20264.0,122.63089905087459,Whole Year,28.24257112785504,Sugarcane
97685,400.0,827.0,373.24699999999996,Summer,25.116,Jowar
49973,2600.0,4400.0,61.87600000000001,Kharif,28.213,Jowar
19688,8678.0,14402.0,71.0523733603395,Whole Year,28.562446855709876,Dry chillies
48848,959.0,660.0,334.345,Kharif,24.35533333333333,Arhar/Tur
20945,150.0,110.0,30.745,Rabi,18.5485,Gram
55270,1352.0,911.0,182.17766666666668,Kharif,27.61866666666667,Arhar/Tur
15155,3.0,8.0,129.283,Summer,27.77775,Maize
63753,271.0,958.0,243.0,Kharif,28.76666666666667,Maize
66217,4191.0,47098.0,92.02666666666666,Kharif,27.153000000000002,Maize
40485,173.0,1179.2,3.5445,Winter,21.82925,Potato
54495,4530.0,458083.0,85.81127396873192,Whole Year,30.75510338445663,Sugarcane
80745,15.0,32.0,146.465,Rabi,24.78625,Maize
32163,418.0,340.0,232.6401479049302,Whole Year,23.663855703911423,Dry chillies
43478,76.0,1748.0,3.22775,Rabi,21.631999999999998,Onion
28154,162.0,1448.0,102.36966594328699,Whole Year,28.7991490162037,Onion
5845,11834.0,8331.0,108.4373333333333,Kharif,29.00433333333334,Moong(Green Gram)
15375,679.0,517.0,170.99599999999995,Kharif,25.06566666666667,Groundnut
44972,200.0,200.0,52.292478314919975,Whole Year,29.986380702540306,Dry chillies
27179,23.0,20.0,75.5005,Summer,25.046,Dry chillies
90079,51.0,2452.0,85.62028472222222,Whole Year,27.02213194444445,Sugarcane
45644,12200.0,9300.0,55.73349999999999,Rabi,24.771,Groundnut
91677,5.0,2.7,208.6875,Summer,29.241,Moong(Green Gram)
3167,104.0,45.0,52.0215,Rabi,18.2845,Gram
26156,25281.0,7003.0,178.58599999999996,Kharif,28.00533333333334,Moong(Green Gram)
85407,106000.0,421000.0,36.421,Kharif,29.61866666666667,Rice
69927,1917.0,3278.0,147.32233333333332,Kharif,24.78366666666667,Dry chillies
76381,33471.0,11609.0,40.00525,Rabi,19.55325,Rapeseed &Mustard
22952,5217.0,4867.0,34.87875,Rabi,20.6955,Gram
47185,69859.0,133513.0,12.88175,Winter,19.739,Rice
70028,7358.0,8947.0,6.7620000000000005,Rabi,20.54375,Gram
71866,99780.0,390622.0,4.556,Winter,20.59475,Rice
15767,2000.0,600.0,36.673333333333346,Kharif,24.441999999999997,Moong(Green Gram)
88158,7492.0,6327.0,33.21925,Rabi,23.08025,Gram
21418,102240.0,314455.0,189.537,Kharif,27.34800000000001,Rice
12562,22728.0,4787.0,191.062,Kharif,26.21033333333333,Urad
92463,5740.0,2040.0,188.54466666666667,Kharif,25.60133333333333,Arhar/Tur
74305,50.0,47.0,87.99690682062644,Whole Year,29.8010732485609,Onion
68322,1268.0,1298.0,107.1006666666667,Kharif,29.39133333333333,Arhar/Tur
55088,1830.0,954.0,236.3133333333334,Kharif,24.10266666666666,Arhar/Tur
147,78658.0,206477.0,220.361,Kharif,26.05566666666667,Rice
42870,29007.0,45157.0,32.3075,Autumn,25.6785,Rice
49224,401.0,424.0,124.77799999999999,Kharif,26.54266666666667,Groundnut
20760,2864.0,1096.0,89.22699999999998,Rabi,23.7075,Urad
38954,34012.0,19205.0,53.12125,Rabi,23.7725,Gram
22123,102.0,44.0,150.53266666666667,Kharif,28.54633333333333,Moong(Green Gram)
16404,6442.0,7614.0,14.34725,Rabi,18.820999999999998,Gram
82782,53.0,141.0,202.99325,Summer,24.36475,Dry chillies
48427,84057.0,302000.0,12.68925,Rabi,19.49575,Wheat
77648,22700.0,11500.0,229.2276666666667,Kharif,25.56433333333333,Arhar/Tur
96321,86295.0,98633.0,1.8980000000000001,Rabi,21.49625,Rapeseed &Mustard
63085,369.0,277.0,248.6842983099473,Whole Year,23.99722136324459,Dry chillies
31559,42815.0,7443.0,113.4473333333333,Kharif,24.943,Arhar/Tur
44476,410.0,490.0,311.1693333333333,Kharif,21.49033333333334,Arhar/Tur
72295,2790.0,2780.0,35.414,Rabi,19.35425,Gram
12800,8624.0,729.0,108.7493333333334,Kharif,24.53533333333333,Moong(Green Gram)
101068,56.0,50.0,1.515,Rabi,23.65875,Rapeseed &Mustard
7035,307.0,254.0,5.78525,Rabi,21.1105,Gram
42018,3611.0,748.0,277.957,Kharif,25.31366666666667,Sesamum
59333,17278.0,19868.0,40.21400000000001,Rabi,20.090999999999998,Wheat
51465,6000.0,10804.0,164.72099999999998,Autumn,23.518,Rice
2936,100.0,5000.0,50.412558728069676,Whole Year,29.307237825607352,Sugarcane
86818,83245.0,88822.0,18.55975,Rabi,21.256999999999998,Wheat
67703,89033.0,228993.0,16.39275,Rabi,20.83475,Wheat
56756,346.0,2448.0,66.94507465277778,Whole Year,28.28849594907408,Onion
86049,281.0,2749.3,130.7450694394768,Whole Year,27.991335432166856,Onion
83482,15706.0,32161.0,244.92125,Summer,28.613000000000003,Rice
9542,561.0,325.0,174.1325,Summer,29.741999999999997,Moong(Green Gram)
88477,72237.0,93156.0,244.38733333333332,Kharif,25.456999999999997,Rice
57350,4406.0,2692.0,187.00425,Summer,30.234,Moong(Green Gram)
46348,2436.0,268.0,8.588000000000001,Winter,22.9135,Sesamum
82893,3125.0,1275.0,106.9646666666667,Kharif,27.84933333333333,Moong(Green Gram)
90591,9000.0,3700.0,229.2276666666667,Kharif,25.56433333333333,Urad
56389,25276.0,34022.0,17.13075,Rabi,18.57425,Wheat
40188,8700.0,7300.0,0.69375,Rabi,23.81425,Gram
5559,92.0,3598.0,173.54138286780818,Whole Year,27.292804290785252,Sugarcane
69965,1151.0,2650.0,20.30825,Rabi,20.58625,Maize
53479,75.0,96.0,201.87400000000002,Kharif,25.76333333333334,Jowar
44506,37128.0,82944.0,140.2953333333333,Kharif,28.266,Rice
85936,154.0,59.0,70.08200000000001,Rabi,24.26,Urad
41484,148895.0,318040.0,117.1063333333333,Kharif,29.28766666666667,Rice
10942,82099.0,339203.0,297.931,Kharif,24.71233333333333,Rice
100438,60.0,6.2,35.79875,Winter,23.51275,Sesamum
68087,5437.0,2789.0,111.2386666666667,Kharif,27.737,Sesamum
9549,57.0,17.0,135.787,Kharif,28.31900000000001,Moong(Green Gram)
22565,351.0,7244.0,60.0325,Rabi,23.318,Onion
2400,120400.0,8751000.0,66.92919039351852,Whole Year,23.5585769675926,Sugarcane
32499,20899.0,22770.0,73.00408333333333,Whole Year,27.68366666666667,Rice
97549,8054.0,21335.0,74.40666666666667,Kharif,28.91533333333334,Maize
80162,23000.0,76000.0,82.14399999999998,Kharif,28.86833333333333,Maize
85885,19775.0,31573.0,96.16120466670289,Whole Year,27.43501266028936,Rice
19522,4266.0,5861.0,67.60199999999999,Rabi,22.735,Groundnut
68700,391.0,77012.30591908224,2.977,Rabi,18.752,Gram
33278,1800.0,3300.0,224.00475,Summer,28.02375,Groundnut
84822,8.0,4.0,79.76100000000002,Rabi,20.207,Moong(Green Gram)
38697,9900.0,10400.0,211.0353333333333,Kharif,25.455,Groundnut
26035,135.0,83.0,14.802999999999999,Rabi,20.43975,Gram
8664,1334.0,2883.0,155.039,Kharif,26.04933333333333,Maize
46778,453.0,82.0,225.94333333333333,Kharif,26.92333333333333,Sesamum
20523,154.0,110.0,113.6257859278549,Whole Year,12.571351128472221,Onion
26670,16.0,7.0,153.24425,Summer,29.21375,Moong(Green Gram)
31352,24.0,223.0,91.02764990381884,Whole Year,26.97634618146829,Onion
83725,3398.0,117313.0,182.52599999999998,Kharif,28.12533333333333,Sugarcane
50350,3.0,41.0,181.2485,Summer,24.778000000000002,Onion
66436,18981.0,13689.0,56.13700000000001,Rabi,23.47075,Groundnut
11591,6800.0,3502.0,207.99175,Summer,30.59475,Urad
26675,586.0,320.0,18.846,Rabi,18.758,Gram
101641,78.0,9.1,267.19733333333335,Kharif,26.91666666666667,Moong(Green Gram)
10773,105.0,197.0,49.15649999999999,Rabi,23.67925,Dry chillies
22032,9929.0,1802.0,117.685,Kharif,26.64,Sesamum
15790,49307.0,95656.0,102.999,Kharif,28.259,Maize
24081,22927.0,17766.0,36.84325,Rabi,20.28625,Wheat
21563,5.0,5.7,166.72425,Summer,24.833000000000002,Jowar
54853,340.0,334.0,63.74549999999999,Rabi,20.84225,Gram
78314,48.0,34.0,369.99831724707036,Whole Year,25.184303844596872,Dry chillies
51289,39.0,108.7,244.878,Summer,28.20775,Maize
12851,1747.0,14740.0,85.97358333333334,Whole Year,26.3745,Potato
62329,124278.0,344240.0,5.00225,Rabi,20.417,Wheat
84675,326.0,224.0,147.312,Kharif,27.26566666666666,Arhar/Tur
91841,2637.0,53746.0,87.83896875103413,Whole Year,27.92352375996489,Potato
79844,279.0,204.0,136.59799999999998,Kharif,28.89033333333333,Groundnut
88910,11900.0,19270.0,222.3903333333334,Kharif,22.04333333333333,Rice
106343,18006.0,36000.0,71.02166666666666,Kharif,28.289,Maize
3119,1543.0,234.0,179.827,Kharif,27.611,Sesamum
75175,10.0,440.0,70.71422309963863,Whole Year,28.42289388231772,Sugarcane
51712,2009.0,3397.0,15.88675,Rabi,20.16575,Gram
1467,1944.0,7962.0,177.61900000000003,Kharif,25.12333333333333,Maize
77271,43805.0,34844.0,44.8815,Autumn,25.45675,Rice
29092,162.0,100.0,63.44,Kharif,28.52566666666667,Arhar/Tur
64821,5700.0,8600.0,8.3225,Rabi,20.0425,Gram
18849,58982.0,55753.0,47.5885,Rabi,24.2685,Gram
94765,4254.0,29824.0,32.89373382049268,Whole Year,27.76936527126959,Onion
77982,25273.0,45674.0,21.058333333333326,Kharif,27.13766666666667,Rice
25308,2.0,77012.30591908224,118.75399999999999,Kharif,27.48933333333333,Sesamum
19469,1272.0,5005.0,53.29125000000001,Rabi,23.93125,Dry chillies
54872,388.0,912.0,139.434,Summer,24.52325,Maize
51189,4276.0,5360.0,267.1153333333334,Kharif,26.66133333333333,Maize
82721,1466.0,349.0,29.9835,Rabi,22.66,Rapeseed &Mustard
42603,15874.0,12556.0,129.55,Kharif,26.615,Groundnut
85239,111.0,1160.0,13.189,Winter,23.49375,Potato
74402,40.0,31.0,63.01133333333333,Kharif,29.685,Groundnut
96811,81.0,40.0,89.08399999999996,Kharif,16.47,Dry chillies
50468,50100.0,120900.0,0.35175,Rabi,24.2875,Wheat
61279,218709.0,632775.0,18.04375,Rabi,19.57525,Wheat
87061,206000.0,784000.0,19.92775,Rabi,17.656,Wheat
69255,100.0,200.0,39.91266666666667,Kharif,28.93866666666667,Groundnut
93874,700.0,100.0,7.564249999999999,Rabi,23.92625,Sesamum
86455,560.0,340.0,222.4402634268832,Whole Year,21.861902069282497,Dry chillies
42672,21039.0,7343.0,168.27666666666667,Kharif,27.29066666666667,Urad
99847,11908.0,2310.0,149.8696666666667,Kharif,27.41833333333333,Sesamum
89224,11800.0,2200.0,131.111,Kharif,28.894000000000002,Sesamum
45468,34.0,74.0,20.5375,Rabi,21.546,Gram
53083,401.0,488.0,238.4733333333334,Kharif,26.61033333333333,Maize
50762,1167.0,447.0,189.78733333333332,Kharif,28.59866666666666,Urad
30498,44.0,21.0,104.23,Rabi,23.23325,Moong(Green Gram)
104884,87539.0,43978.0,301.243,Kharif,26.84666666666666,Rice
77227,3100.0,4400.0,161.175,Summer,26.866999999999997,Groundnut
37062,5300.0,2400.0,235.507,Kharif,25.554000000000002,Arhar/Tur
33891,5323.0,27470.0,102.6852714029639,Whole Year,30.48926765411819,Maize
9579,90.0,40.0,218.9024504213686,Whole Year,19.25736354146573,Dry chillies
99710,12300.0,9100.0,0.76725,Rabi,24.30325,Gram
81539,25.0,262.0,61.97058321617484,Whole Year,29.259290797969214,Potato
89598,53.0,135.0,10.513,Rabi,21.6385,Jowar
3761,131.0,196.8,305.575,Summer,26.33825,Groundnut
196,696.0,177.0,149.531,Kharif,28.248,Jowar
49669,600.0,355.0,16.9525,Rabi,19.66575,Rapeseed &Mustard
38474,2897.0,1841.0,185.05900000000003,Kharif,25.26966666666667,Arhar/Tur
22010,60.0,1100.0,31.8036538958122,Whole Year,27.91953710210267,Onion
64994,188.0,134.0,34.50525,Rabi,20.42025,Moong(Green Gram)
11337,42.0,539.0,68.8415937307738,Whole Year,28.178795541371517,Onion
29156,2171.0,2177.6,188.13266666666667,Kharif,25.90733333333333,Jowar
34768,200679.0,162018.0,54.18875,Rabi,25.34825,Jowar
72300,5200.0,4000.0,259.10225,Summer,28.241999999999997,Groundnut
69863,286.0,310.0,112.4963333333333,Kharif,26.26166666666667,Rice
56569,160.0,100.0,216.8703333333334,Kharif,23.452333333333332,Sesamum
93428,48463.0,3499.0,84.44533333333334,Kharif,26.811,Arhar/Tur
41799,28322.0,21147.0,12.0775,Rabi,21.36175,Wheat
105812,578.0,457.0,150.1169045845524,Whole Year,26.91399437538848,Dry chillies
12048,2.0,2.0,139.1473333333333,Kharif,27.445,Arhar/Tur
83083,2748.0,5271.0,27.67175,Rabi,22.088,Wheat
62262,140000.0,354000.0,16.63625,Winter,23.4645,Rice
5034,4139.0,616.0,161.21533333333332,Kharif,26.66466666666667,Sesamum
52453,667.0,506.0,134.05425,Summer,30.2815,Moong(Green Gram)
20336,3000.0,3000.0,7.25425,Rabi,18.9505,Rapeseed &Mustard
7299,10628.0,4294.0,231.65833333333333,Kharif,27.54433333333333,Urad
10329,49956.0,60221.0,181.71966666666668,Kharif,26.00733333333333,Groundnut
95909,139.0,10504.0,56.536053818238,Whole Year,27.63333213519143,Sugarcane
78448,2891.0,1963.0,204.21625,Summer,30.67275,Urad
20008,5724.0,4791.0,208.9846666666666,Kharif,26.756,Jowar
11015,1211.0,315.0,76.78502144418724,Whole Year,27.87568663194445,Sesamum
71082,1517.0,248.8,21.14925,Winter,22.57175,Sesamum
45895,2960.0,3546.0,108.7836666666667,Kharif,19.041333333333327,Maize
77491,122.0,23.1,2.62125,Winter,22.294,Moong(Green Gram)
27741,400.0,200.0,130.2816666666667,Kharif,27.54833333333334,Urad
3798,1023.0,773.0,196.76166666666668,Kharif,28.03566666666667,Urad
29483,372.0,20620.0,12.2105,Winter,22.42775,Sugarcane
99356,1555.0,5057.0,160.694,Kharif,27.51066666666667,Dry chillies
43417,119500.0,174200.0,124.7913333333333,Kharif,26.72166666666666,Rice
35337,103.0,62.0,41.47625,Rabi,18.22525,Gram
91235,267.0,166.0,7.32125,Rabi,22.52775,Rapeseed &Mustard
67582,208962.0,212538.0,12.75425,Rabi,21.03025,Gram
18418,382.0,29400.0,209.1062638888889,Whole Year,26.19218055555555,Sugarcane
38953,3511.0,898.8,6.242999999999999,Winter,22.00775,Sesamum
55810,5023.0,5843.0,82.75383779197591,Whole Year,28.99662706136262,Dry chillies
61348,84.0,20.0,87.07376388888889,Whole Year,29.29623611111111,Sesamum
57347,3337.0,2066.0,26.39675,Rabi,20.6935,Rapeseed &Mustard
97190,5618.0,1747.0,174.14866666666668,Kharif,28.32533333333333,Arhar/Tur
100846,15085.0,11359.0,55.0795,Autumn,23.73425,Rice
83549,523.0,2484.0,75.29650460808246,Whole Year,26.949412656500375,Onion
5569,21.0,31.0,178.75775,Summer,29.33125,Rice
63116,35.0,40.0,401.2203333333334,Kharif,27.420333333333332,Arhar/Tur
106395,1740.0,4324.0,78.39399999999998,Summer,25.9095,Maize
93989,2648.0,1899.0,160.6616666666667,Kharif,28.23133333333334,Urad
75329,32.0,25.0,171.61700000000005,Kharif,29.40933333333334,Urad
82327,234673.0,762453.0,211.3133333333334,Kharif,28.50233333333334,Rice
26071,5000.0,6600.0,40.59,Kharif,29.354,Jowar
51766,790.0,1090.0,150.0223333333333,Kharif,25.397,Rice
93370,3300.0,2000.0,23.044,Kharif,28.70933333333333,Arhar/Tur
18626,2916.0,12809.0,195.7435,Summer,23.9245,Maize
100100,8.0,0.0,81.66533333333331,Kharif,28.254,Moong(Green Gram)
24131,1.0,1.0,153.357,Kharif,27.594,Sesamum
5350,3447.0,1430.0,214.2346666666666,Kharif,27.369,Moong(Green Gram)
80380,500.0,200.0,209.61766666666668,Kharif,27.29,Urad
66165,507.0,116.1,281.05325,Summer,26.4965,Arhar/Tur
13852,1081.0,47073.0,159.281,Kharif,27.81466666666667,Sugarcane
74123,27520.0,12329.0,28.46925,Rabi,25.44400000000001,Jowar
60544,447.0,96.0,166.412,Kharif,28.16166666666667,Sesamum
70821,366.0,262.0,136.3103333333333,Kharif,25.12433333333334,Sesamum
15622,681.0,279.0,186.63933333333333,Kharif,25.81033333333333,Sesamum
70137,105.0,5401.0,222.0830321475385,Whole Year,28.02485871601521,Sugarcane
72477,277.0,194.5,15.36125,Winter,22.074,Groundnut
52230,15569.0,29187.0,167.355,Kharif,28.49233333333333,Maize
46129,357.0,4059.0,171.5296672343187,Whole Year,27.50109806080676,Onion
65884,6274.0,8007.0,61.323767144097225,Whole Year,29.742022412712192,Dry chillies
21902,1485.0,683.0,437.631,Kharif,26.224,Sesamum
75592,579.0,1537.0,94.44475,Summer,31.254,Rice
44899,3330.0,2064.0,14.677,Kharif,29.57133333333333,Jowar
15710,212.0,116.0,99.50266666666668,Kharif,27.783,Dry chillies
93418,1526.0,675.0,170.232,Kharif,27.374000000000002,Urad
90385,980.0,1130.0,3.85275,Rabi,19.84925,Rapeseed &Mustard
19058,202087.0,262511.0,95.81001297806559,Whole Year,27.02428219594023,Wheat
40717,8289.0,895.0,137.39866666666668,Kharif,27.51166666666667,Sesamum
10526,2625.0,2908.0,7.5435,Rabi,20.09175,Gram
89319,134.0,2600.0,45.34639109634099,Whole Year,27.40496401004939,Onion
19966,15.0,39.0,30.79825,Rabi,20.785,Maize
54299,26997.0,5000.0,39.86066666666667,Kharif,30.03833333333334,Jowar
5248,4478.0,6756.0,125.1383062804512,Whole Year,29.007043159620327,Dry chillies
98424,1023.0,3274.0,12.81925,Rabi,21.375,Maize
77135,132142.0,295337.0,117.139,Kharif,28.84066666666666,Rice
56517,3.0,2.0,142.1743333333334,Kharif,27.51133333333333,Arhar/Tur
30339,77.0,64.0,243.5883333333334,Kharif,27.581,Arhar/Tur
66305,528.0,523.0,29.406999999999996,Rabi,20.28575,Rapeseed &Mustard
81275,837.0,462.0,25.506,Rabi,20.5885,Rapeseed &Mustard
50555,8400.0,19100.0,232.38875,Summer,25.66025,Rice
31903,1000.0,1000.0,13.152999999999999,Rabi,18.79275,Rapeseed &Mustard
38050,93188.0,307427.0,115.00299999999999,Kharif,27.04033333333334,Rice
67722,311.0,831.0,129.3106666666667,Kharif,26.033,Rice
24097,2530.1,1634.44,108.309,Autumn,23.39175,Rice
96184,733.0,22922.0,81.91206447096548,Whole Year,28.61534811461389,Sugarcane
4151,176488.0,560173.0,152.06333333333333,Kharif,27.05533333333333,Rice
28874,1000.0,700.0,99.68533333333332,Kharif,28.76033333333334,Urad
86410,219325.0,10975023.0,43.12392839537987,Whole Year,27.6757563016915,Sugarcane
321,72.0,1820.0,70.0377748266502,Whole Year,28.05181429673489,Sugarcane
44103,978.0,577.0,174.417,Kharif,28.68133333333333,Urad
92301,15.0,108.0,144.4280752314815,Whole Year,22.08900462962963,Sugarcane
3779,329.0,8700.0,36.15040736721965,Whole Year,27.02685212110983,Potato
63671,2.0,1.0,122.2743333333333,Kharif,26.980999999999998,Moong(Green Gram)
71919,50.0,30.0,111.5105,Rabi,22.44575,Rapeseed &Mustard
40420,58.0,14.0,195.4646666666667,Kharif,26.165,Moong(Green Gram)
43496,1300.0,1300.0,96.75533333333333,Kharif,25.90266666666666,Groundnut
91045,80833.0,132139.0,123.6506666666667,Kharif,27.98333333333333,Rice
62141,60.0,5265.0,143.8412331525383,Whole Year,29.33864605020649,Sugarcane
82042,296.0,139.0,71.28399999999998,Rabi,20.7875,Gram
19115,6900.0,223400.0,33.985210046843626,Whole Year,29.20819856077437,Potato
79308,2027.0,3109.0,41.5935,Rabi,12.3165,Rapeseed &Mustard
5251,1203.0,1100.0,124.4343949719757,Whole Year,27.46041714657547,Dry chillies
94885,67846.0,164816.0,199.535,Kharif,28.136,Rice
88188,1000.0,500.0,267.25333333333333,Kharif,26.297666666666668,Sesamum
38545,4.0,3.0,158.96533333333332,Kharif,29.291,Jowar
76,1538.0,9142.0,66.13175000000001,Rabi,25.36475,Dry chillies
28834,4109.0,1093.0,44.089,Kharif,30.10466666666666,Jowar
80272,141.0,71.0,158.54,Kharif,28.49533333333333,Moong(Green Gram)
20520,8891.0,4219.0,22.06225,Rabi,21.6795,Rapeseed &Mustard
12940,5500.0,6600.0,9.86725,Rabi,24.61925,Gram
47136,3365.0,33720.0,150.8494128443125,Whole Year,27.09512639881168,Potato
95718,19684.0,1496.0,129.7416666666667,Kharif,26.375999999999998,Moong(Green Gram)
21946,5330.0,4530.0,146.8544429856289,Whole Year,28.86964720842442,Dry chillies
8678,7587.0,247444.0,59.7695,Rabi,23.6215,Potato
48393,1183.0,8525.0,136.9115378866699,Whole Year,29.353494871817908,Onion
36933,1382.0,240.0,134.8496666666666,Kharif,27.50833333333334,Sesamum
81059,141.0,174.0,72.16825,Rabi,23.778000000000002,Dry chillies
10451,384.0,290.3,180.29933333333332,Kharif,27.300666666666668,Jowar
79082,3900.0,45839.0,105.5781333724494,Whole Year,27.41591423865633,Potato
72597,254.0,461.0,33.42125,Rabi,23.16800000000001,Groundnut
79173,6408.0,5353.0,13.36475,Rabi,22.0735,Gram
50635,1008.0,611.0,190.3153333333333,Kharif,28.807,Urad
53262,2957.0,386.0,97.51559581747757,Whole Year,31.05373776753046,Dry chillies
29488,136039.0,259866.0,106.5766666666667,Kharif,29.796999999999997,Rice
106024,2774.0,1504.0,73.86238341233884,Whole Year,31.528142100643677,Sesamum
68446,28.0,12.0,147.9056666666667,Kharif,25.215999999999998,Urad
55843,165.0,117.4,245.1213333333334,Kharif,28.017,Moong(Green Gram)
62059,563.0,581.0,215.4835,Summer,30.95025,Maize
85084,40080.0,4870.0,144.63933333333333,Kharif,25.56233333333333,Moong(Green Gram)
36337,177.0,172.0,215.01833333333332,Kharif,19.322,Maize
55749,594.0,557.0,142.6723333333333,Kharif,28.218000000000004,Groundnut
71529,2363.0,931.0,46.35425,Rabi,25.305,Moong(Green Gram)
12535,80000.0,4000.0,96.50233333333334,Kharif,26.37966666666667,Moong(Green Gram)
35119,657.0,34314.0,104.36987893036259,Whole Year,27.09954789576904,Sugarcane
76794,200.0,59.0,129.89266666666668,Kharif,27.96533333333333,Sesamum
58870,488.0,4138.0,123.09038761393231,Whole Year,27.12812548225309,Onion
23769,258.0,310.0,188.15066666666667,Kharif,26.933000000000003,Groundnut
27152,65.0,84.0,41.88700000000001,Rabi,20.682,Wheat
81075,931.0,8183.0,91.74020853896069,Whole Year,29.05650066577718,Onion
67768,4735.0,17701.0,111.20366666666668,Kharif,28.574,Maize
104469,717.0,37.0,191.79875,Rabi,27.14775,Sesamum
10532,444.0,253.0,204.049,Kharif,27.35866666666666,Jowar
38467,1700.0,500.0,38.53166666666667,Kharif,27.04,Sesamum
10348,15867.0,29404.0,105.7086666666667,Kharif,26.88333333333334,Maize
100623,20.0,4.0,24.84,Rabi,21.28575,Urad
71650,255.0,11782.0,87.84436378236084,Whole Year,28.2575631021824,Sugarcane
91854,23573.0,65571.0,70.35375,Summer,25.60225,Groundnut
23251,359.0,256.0,14.56275,Rabi,20.33275,Gram
81907,2340.0,3435.0,12.81925,Rabi,21.375,Gram
24218,82000.0,246000.0,53.50266666666667,Kharif,29.56733333333333,Rice
