,0,1,2,3,4,5,6,7
264,Uttar Pradesh,mainpuri,2014,Kharif,Urad,73176.0,7.527371102171815e+252,2.15120526e-314
265,Uttar Pradesh,mainpuri,2014,Kharif,Sugarcane,49703.0,1.6141055864059753e+132,2.1685367985e-314
266,Uttar Pradesh,mainpuri,2014,Kharif,Sesamum,1770.0,9.898036149462271e+164,2.151205292e-314
267,Uttar Pradesh,mainpuri,2014,Rabi,Wheat,149855.0,8.877091309228824e+135,2.1468977706e-314
268,Uttar Pradesh,mainpuri,2014,Rabi,Rapeseed &Mustard,15606.0,9.021934228917646e+217,2.1512053235e-314
269,Uttar Pradesh,mainpuri,2014,Rabi,Potato,6137.0,9.45956264658009e-76,2.15095433e-314
270,Uttar Pradesh,mathura,2014,Kharif,Urad,49400.0,102.15333333333332,27.97666666666667
271,Uttar Pradesh,mathura,2014,Kharif,Sugarcane,2067.0,102.15333333333332,27.97666666666667
272,Uttar Pradesh,mathura,2014,Kharif,Sesamum,990.0,102.15333333333332,27.97666666666667
273,Uttar Pradesh,mathura,2014,Rabi,Wheat,194214.0,4.3355,19.7175
274,Uttar Pradesh,mathura,2014,Rabi,Rapeseed &Mustard,39052.0,4.3355,19.7175
275,Uttar Pradesh,mathura,2014,Rabi,Potato,14903.0,4.3355,19.7175
276,Uttar Pradesh,mau,2014,Kharif,Sugarcane,91396.0,9.16281385949371e-72,2.168553557e-314
277,Uttar Pradesh,mau,2014,Kharif,Sesamum,6411.0,1.4213787552470354e-76,2.1512056397e-314
278,Uttar Pradesh,mau,2014,Kharif,Rice,2289.0,1.718787860888238e+161,2.145306982e-314
279,Uttar Pradesh,mau,2014,Rabi,Wheat,95097.0,9.898036149458212e+164,2.1512056713e-314
280,Uttar Pradesh,mau,2014,Rabi,Rapeseed &Mustard,1231.0,9.16281386776437e-72,2.1512071535e-314
281,Uttar Pradesh,mau,2014,Rabi,Potato,1171.0,2.591129188147105e+132,2.1470753813e-314
282,Uttar Pradesh,meerut,2014,Kharif,Urad,121109.0,110.09633333333333,28.327
283,Uttar Pradesh,meerut,2014,Kharif,Sugarcane,14466.0,110.09633333333333,28.327
284,Uttar Pradesh,meerut,2014,Kharif,Sesamum,963.0,110.09633333333333,28.327
285,Uttar Pradesh,meerut,2014,Rabi,Wheat,76072.0,5.768,18.916249999999998
286,Uttar Pradesh,meerut,2014,Rabi,Rapeseed &Mustard,5443.0,5.768,18.916249999999998
287,Uttar Pradesh,meerut,2014,Rabi,Potato,5283.0,5.768,18.916249999999998
288,Uttar Pradesh,mirzapur,2014,Kharif,Urad,81132.0,2.951640821891125e-75,2.162484087e-314
289,Uttar Pradesh,mirzapur,2014,Kharif,Sugarcane,12636.0,3.0637079705663137e-57,2.1512078847e-314
290,Uttar Pradesh,mirzapur,2014,Kharif,Sesamum,3947.0,9.898036149428353e+164,2.1512073195e-314
291,Uttar Pradesh,mirzapur,2014,Rabi,Wheat,98339.0,9.16281386776437e-72,2.1699245775e-314
292,Uttar Pradesh,mirzapur,2014,Rabi,Rapeseed &Mustard,12948.0,1.3226597732651745e-70,2.169922119e-314
293,Uttar Pradesh,mirzapur,2014,Rabi,Potato,2458.0,9.45956264658009e-76,2.1512079163e-314
294,Uttar Pradesh,moradabad,2014,Kharif,Urad,87934.0,139.51666666666668,27.99666666666667
295,Uttar Pradesh,moradabad,2014,Kharif,Sugarcane,44938.0,139.51666666666668,27.99666666666667
296,Uttar Pradesh,moradabad,2014,Kharif,Sesamum,3494.0,139.51666666666668,27.99666666666667
297,Uttar Pradesh,moradabad,2014,Rabi,Wheat,122232.0,10.427,19.11
298,Uttar Pradesh,moradabad,2014,Rabi,Rapeseed &Mustard,2183.0,10.427,19.11
299,Uttar Pradesh,moradabad,2014,Rabi,Potato,1692.0,10.427,19.11
300,Uttar Pradesh,muzaffarnagar,2014,Kharif,Urad,164216.0,3.0637079705663137e-57,2.168545905e-314
301,Uttar Pradesh,muzaffarnagar,2014,Kharif,Sugarcane,10667.0,1.6141055864059715e+132,2.168553399e-314
302,Uttar Pradesh,muzaffarnagar,2014,Kharif,Rice,618.0,9.898036149462271e+164,2.1685371147e-314
303,Uttar Pradesh,muzaffarnagar,2014,Rabi,Wheat,78843.0,2.9516432932916053e-75,2.1463267296e-314
304,Uttar Pradesh,muzaffarnagar,2014,Rabi,Rapeseed &Mustard,4352.0,4.313349942879077e-96,2.162454621e-314
305,Uttar Pradesh,muzaffarnagar,2014,Rabi,Potato,1162.0,1.614105586405948e+132,2.151208043e-314
306,Uttar Pradesh,pilibhit,2014,Kharif,Urad,118036.0,123.09976666666667,27.849333333333334
307,Uttar Pradesh,pilibhit,2014,Kharif,Sugarcane,93620.0,123.09976666666667,27.849333333333334
308,Uttar Pradesh,pilibhit,2014,Kharif,Sesamum,785.0,123.09976666666667,27.849333333333334
309,Uttar Pradesh,pilibhit,2014,Rabi,Wheat,144784.0,8.317,19.36425
310,Uttar Pradesh,pilibhit,2014,Rabi,Rapeseed &Mustard,9573.0,8.317,19.36425
311,Uttar Pradesh,pilibhit,2014,Rabi,Potato,489.0,8.317,19.36425
312,Uttar Pradesh,pratapgarh,2014,Kharif,Urad,104143.0,133.50833333333335,28.114333333333335
313,Uttar Pradesh,pratapgarh,2014,Kharif,Sugarcane,6102.0,133.50833333333335,28.114333333333335
314,Uttar Pradesh,pratapgarh,2014,Kharif,Sesamum,5573.0,133.50833333333335,28.114333333333335
315,Uttar Pradesh,pratapgarh,2014,Rabi,Wheat,138562.0,9.17325,20.108999999999998
316,Uttar Pradesh,pratapgarh,2014,Rabi,Rapeseed &Mustard,4602.0,9.17325,20.108999999999998
317,Uttar Pradesh,pratapgarh,2014,Rabi,Potato,2945.0,9.17325,20.108999999999998
318,Uttar Pradesh,rae bareli,2014,Kharif,Urad,104251.0,5.298747662588616e+180,2.1512018453e-314
319,Uttar Pradesh,rae bareli,2014,Kharif,Sugarcane,13639.0,4.735595000835308e+164,2.150954366e-314
320,Uttar Pradesh,rae bareli,2014,Kharif,Sesamum,5553.0,0.0,0.0
321,Uttar Pradesh,rae bareli,2014,Rabi,Wheat,167432.0,9.136119694008702e+242,2.1512079257e-314
322,Uttar Pradesh,rae bareli,2014,Rabi,Rapeseed &Mustard,7698.0,6.9527631630748e-310,6.95276417077265e-310
323,Uttar Pradesh,rae bareli,2014,Rabi,Potato,4705.0,9.941120030323879e-143,2.1469570353e-314
324,Uttar Pradesh,rampur,2014,Kharif,Urad,124076.0,3.8098505849550667e+180,2.1685026803e-314
325,Uttar Pradesh,rampur,2014,Kharif,Sugarcane,28625.0,9.041151386237068e+271,2.151204217e-314
326,Uttar Pradesh,rampur,2014,Kharif,Sesamum,5836.0,4.5062179402417687e-144,2.1685373993e-314
327,Uttar Pradesh,rampur,2014,Rabi,Wheat,147846.0,1.160971200423972e-28,2.168531186e-314
328,Uttar Pradesh,rampur,2014,Rabi,Rapeseed &Mustard,3577.0,7.266158897071709e+223,2.1512069045e-314
329,Uttar Pradesh,rampur,2014,Rabi,Potato,1606.0,1.0609849292574809e-153,2.145285662e-314
330,Uttar Pradesh,saharanpur,2014,Kharif,Urad,124052.0,106.716,28.131333333333334
331,Uttar Pradesh,saharanpur,2014,Kharif,Sugarcane,62552.0,106.716,28.131333333333334
332,Uttar Pradesh,saharanpur,2014,Kharif,Sesamum,7497.0,106.716,28.131333333333334
333,Uttar Pradesh,saharanpur,2014,Rabi,Wheat,118844.0,8.892,19.451999999999998
334,Uttar Pradesh,saharanpur,2014,Rabi,Rapeseed &Mustard,1103.0,8.892,19.451999999999998
335,Uttar Pradesh,saharanpur,2014,Rabi,Potato,754.0,8.892,19.451999999999998
336,Uttar Pradesh,sant ravidas nagar,2014,Kharif,Urad,27981.0,7.100563210967087e+159,2.1512011654e-314
337,Uttar Pradesh,sant ravidas nagar,2014,Kharif,Sugarcane,5543.0,1.1949010665088331e+190,2.162428309e-314
338,Uttar Pradesh,sant ravidas nagar,2014,Kharif,Sesamum,2530.0,3.435315101876462e+228,2.1512075685e-314
339,Uttar Pradesh,sant ravidas nagar,2014,Rabi,Wheat,48033.0,9.13607823307883e+242,2.168530854e-314
340,Uttar Pradesh,sant ravidas nagar,2014,Rabi,Rapeseed &Mustard,1183.0,4.76660076964339e+180,2.169895582e-314
341,Uttar Pradesh,sant ravidas nagar,2014,Rabi,Potato,806.0,2.450672600352214e+198,2.169924609e-314
342,Uttar Pradesh,shahjahanpur,2014,Kharif,Urad,203946.0,4.319025701656198e-96,2.151206268e-314
343,Uttar Pradesh,shahjahanpur,2014,Kharif,Sugarcane,42195.0,3.507650125530364e+151,2.1497919835e-314
344,Uttar Pradesh,shahjahanpur,2014,Kharif,Sesamum,8123.0,1.3954788478290135e-142,2.145542118e-314
345,Uttar Pradesh,shahjahanpur,2014,Rabi,Wheat,260462.0,2.3570761997603165e+257,2.151204375e-314
346,Uttar Pradesh,shahjahanpur,2014,Rabi,Rapeseed &Mustard,14791.0,3.4924234984552726e-33,2.1512053867e-314
347,Uttar Pradesh,shahjahanpur,2014,Rabi,Potato,7444.0,8.261088473961332e-72,2.169922119e-314
348,Uttar Pradesh,siddharth nagar,2014,Kharif,Urad,170404.0,1.466314498864048e-75,2.1685536837e-314
349,Uttar Pradesh,siddharth nagar,2014,Kharif,Sugarcane,2377.0,6.742323114092306e-67,2.16999232e-314
350,Uttar Pradesh,siddharth nagar,2014,Kharif,Rice,1961.0,3.630692129517946e+179,2.151199948e-314
351,Uttar Pradesh,siddharth nagar,2014,Rabi,Wheat,161544.0,1.692817662588474e+190,2.15120526e-314
352,Uttar Pradesh,siddharth nagar,2014,Rabi,Rapeseed &Mustard,3230.0,1.1607130769691754e-28,2.1452805515e-314
353,Uttar Pradesh,siddharth nagar,2014,Rabi,Potato,1679.0,1.488902965330079e+195,2.1512036476e-314
354,Uttar Pradesh,sitapur,2014,Kharif,Urad,164128.0,172.39333333333335,28.133333333333336
355,Uttar Pradesh,sitapur,2014,Kharif,Sugarcane,148655.0,172.39333333333335,28.133333333333336
356,Uttar Pradesh,sitapur,2014,Kharif,Sesamum,11239.0,172.39333333333335,28.133333333333336
357,Uttar Pradesh,sitapur,2014,Rabi,Wheat,208675.0,15.535,19.603749999999998
358,Uttar Pradesh,sitapur,2014,Rabi,Rapeseed &Mustard,25374.0,15.535,19.603749999999998
359,Uttar Pradesh,sitapur,2014,Rabi,Potato,4182.0,15.535,19.603749999999998
360,Uttar Pradesh,sonbhadra,2014,Kharif,Urad,29426.0,1.1644157375316346e-28,2.151202794e-314
361,Uttar Pradesh,sonbhadra,2014,Kharif,Sugarcane,15760.0,3.4177407004717986e+214,2.170199871e-314
362,Uttar Pradesh,sonbhadra,2014,Kharif,Sesamum,10409.0,7.499596578052287e+295,2.151206517e-314
363,Uttar Pradesh,sonbhadra,2014,Rabi,Wheat,57789.0,0.0,2.145282101e-314
364,Uttar Pradesh,sonbhadra,2014,Rabi,Rapeseed &Mustard,10941.0,0.0,2.169990379e-314
365,Uttar Pradesh,sonbhadra,2014,Rabi,Potato,4003.0,0.0,2.1512074855e-314
366,Uttar Pradesh,sultanpur,2014,Kharif,Urad,85103.0,0.0,2.1464918384e-314
367,Uttar Pradesh,sultanpur,2014,Kharif,Sugarcane,10951.0,0.0,2.1685371147e-314
368,Uttar Pradesh,sultanpur,2014,Kharif,Sesamum,5565.0,0.0,2.147253304e-314
369,Uttar Pradesh,sultanpur,2014,Rabi,Wheat,104295.0,0.0,2.168545988e-314
370,Uttar Pradesh,sultanpur,2014,Rabi,Rapeseed &Mustard,5340.0,0.0,2.1512007227e-314
371,Uttar Pradesh,sultanpur,2014,Rabi,Potato,2722.0,0.0,2.146957094e-314
372,Uttar Pradesh,unnao,2014,Kharif,Urad,96435.0,0.0,2.1512000034e-314
373,Uttar Pradesh,unnao,2014,Kharif,Sugarcane,23716.0,0.0,2.1685374625e-314
374,Uttar Pradesh,unnao,2014,Kharif,Sesamum,23550.0,0.0,2.1685028384e-314
375,Uttar Pradesh,unnao,2014,Rabi,Wheat,243188.0,0.0,2.168553399e-314
376,Uttar Pradesh,unnao,2014,Rabi,Rapeseed &Mustard,15484.0,0.0,2.1685537786e-314
377,Uttar Pradesh,unnao,2014,Rabi,Potato,9838.0,0.0,2.168545656e-314
378,Uttar Pradesh,varanasi,2014,Kharif,Urad,43862.0,0.0,2.151205608e-314
379,Uttar Pradesh,varanasi,2014,Kharif,Sugarcane,4062.0,0.0,2.1699245775e-314
380,Uttar Pradesh,varanasi,2014,Kharif,Sesamum,3996.0,0.0,2.1512034895e-314
381,Uttar Pradesh,varanasi,2014,Rabi,Wheat,68617.0,0.0,2.168502965e-314
382,Uttar Pradesh,varanasi,2014,Rabi,Rapeseed &Mustard,3237.0,0.0,2.146956873e-314
383,Uttar Pradesh,varanasi,2014,Rabi,Potato,2078.0,0.0,2.1512045014e-314
